1,5000.01,TRUE,1000,10,FALSE,0.0825,4059.38000000000,8-8-22,TTFF
2,2000.00,TRUE,1000,10,FALSE,0.0825,1732.00000000000,8-11-12-22,
3,1250.01,TRUE,1000,10,FALSE,0.0825,1150.16000000000,8-11-14-15-22,
4,350.00,TRUE,1000,10,FALSE,0.0825,340.9875,8-11-14-17-18-22,
5,349.99,TRUE,1000,10,FALSE,0.0825,378.86000000000,8-11-12-17-20-22,
6,5000.00,TRUE,1000,10,FALSE,0.0825,4330.00000000000,MID RANGE VALUE,
7,1999.99,TRUE,1000,10,FALSE,0.0825,1840.24000000000,MID RANGE VALUE,
8,1250.00,TRUE,1000,10,FALSE,0.0825,1217.81000000000,MID RANGE VALUE,
9,0.00,TRUE,1000,10,FALSE,0.0825,0.00000000000,EXTREME RANGE,
10,20000.00,TRUE,1000,10,FALSE,0.0825,16237.50000000000,EXTREME RANGE,
11,5000.01,FALSE,1000,10,FALSE,0.0825,5412.51000000000,MCDC,FTFF
12,5000.01,TRUE,999,10,FALSE,0.0825,5412.510825,MCDC,TFFF
13,5000.01,TRUE,999,11,FALSE,0.0825,4059.38000000000,MCDC,TFTF
14,5000.01,FALSE,1000,11,FALSE,0.0825,4059.38000000000,MCDC,FTTF
15,5000.01,TRUE,0,10,TRUE,0.0825,4059.38000000000,Extreme RANGE for MemberPoints,
16,5000.01,TRUE,10000,10,FALSE,0.0825,4059.38311875000,Extreme RANGE for MemberPoints,
17,5000.01,TRUE,1000,1,FALSE,0.0825,4059.38311875000,Extreme RANGE for Items,
18,5000.01,TRUE,1000,50,FALSE,0.0825,4059.38311875000,Extreme RANGE for Items,
